Stock,Rank,Latest_Price,1M_Return_Normalized,3M_Return_Normalized,6M_Return_Normalized,Strength_Score_Normalized,20_MA,20_MAV,Liquidity
NACLIND,1321,76.44999694824219,41.0,17.0,3.0,15.0,74.38249931335449,208758.75,15527997.57853174
COSMOFIRST,1322,620.9989013671875,41.0,16.0,3.0,15.0,609.7677581787109,55907.75,34090743.38231582
ADFFOODS,1323,198.2754821777344,37.0,17.0,4.0,15.0,201.54696731567384,188648.95,38021623.75978619
PIIND,1324,3459.3095703125,35.0,18.0,3.0,15.0,3540.3391845703127,761846.95,2697196609.7303796
HGINFRA,1325,847.590576171875,40.0,15.0,4.0,15.0,841.6612091064453,155686.55,131035329.91461104
HLEGLAS,1326,535.62939453125,40.0,17.0,3.0,15.0,534.6246795654297,61314.8,32780405.30261841
TATATECH,1327,1169.2457275390625,39.0,16.0,3.0,15.0,1197.8318908691406,2791103.5,3343272783.016476
GSS,1328,186.25,40.0,15.0,4.0,15.0,186.4299987792969,56272.2,10490826.17730835
CARBORUNIV,1329,1111.9976806640625,37.0,17.0,4.0,15.0,1153.2943237304687,175104.6,201947141.23909423
TVSSCS,1330,198.8999938964844,38.0,16.0,4.0,15.0,203.75749816894532,906716.05,184750193.89762834
HONAUT,1331,37419.92578125,41.0,17.0,3.0,15.0,35949.8787109375,8505.15,305759110.91833
SHK,1332,143.39234924316406,34.0,16.0,5.0,15.0,149.71497268676757,449683.2,67324308.00569823
HONDAPOWER,1333,2355.47412109375,41.0,13.0,4.0,15.0,2367.7061767578125,11429.55,27061816.132562254
SHOPERSTOP,1334,683.9500122070312,40.0,18.0,3.0,15.0,690.1400024414063,92797.25,64043094.34155579
GANDHAR,1335,274.37359619140625,40.0,16.0,3.0,15.0,283.71228790283203,3079936.85,873815930.3097416
GSLSU,1336,185.3000030517578,37.0,18.0,3.0,15.0,191.39249954223632,668048.75,127859520.07856655
SINDHUTRAD,1337,25.700000762939453,35.0,17.0,4.0,15.0,29.254999923706055,6723276.45,196689452.0318047
DHAMPURSUG,1338,266.3999938964844,39.0,15.0,4.0,15.0,253.35000076293946,727623.8,184343490.2851329
RICOAUTO,1339,86.69427490234375,37.0,19.0,3.0,15.0,87.87307586669922,671132.95,58974516.631991655
RATNAVEER,1340,113.6999969482422,38.0,18.0,3.0,15.0,116.91000061035156,682986.1,79847905.36786163
M&MFIN,1341,269.4789733886719,39.0,16.0,3.0,15.0,269.1729537963867,4627903.0,1245706320.3931594
FEDFINA,1342,137.1999969482422,38.0,18.0,4.0,15.0,141.25750122070312,2352236.65,332271071.4587576
ICICIPRULI,1343,531.3994750976562,37.0,17.0,4.0,15.0,532.8205123901367,1895586.1,1010007157.081621
LIKHITHA,1344,278.427490234375,39.0,14.0,4.0,15.0,284.55747375488284,147049.85,41844133.83203446
EXPLEOSOL,1345,1259.2955322265625,41.0,17.0,3.0,15.0,1248.6081848144531,28672.55,35800780.609501645
MUTHOOTCAP,1346,379.2999877929687,40.0,15.0,4.0,15.0,387.26500091552737,63644.4,24647248.62426819
EXXARO,1347,11.65999984741211,39.0,15.0,4.0,15.0,11.67199993133545,1208869.0,14109918.884993553
AKG,1348,24.850000381469727,35.0,19.0,3.0,15.0,27.069999980926514,725368.75,19635732.04866469
BAJFINANCE,1349,7262.5908203125,39.0,16.0,4.0,15.0,7332.94267578125,1033567.1,7579088295.8734665
MANAKSIA,1350,131.85000610351562,39.0,17.0,3.0,15.0,132.80999755859375,158319.0,21026346.003479004
WHIRLPOOL,1351,1360.2030029296875,42.0,14.0,4.0,15.0,1341.997784423828,245413.9,329344910.0668109
VETO,1352,115.1959991455078,37.0,16.0,4.0,15.0,117.71948204040527,108369.4,12757189.637029493
SYNGENE,1353,708.5057983398438,38.0,15.0,4.0,15.0,706.5592041015625,1158099.1,818265578.3667359
SAKSOFT,1354,255.2499542236328,38.0,17.0,4.0,15.0,256.64742584228514,156654.95,40205089.66295189
SAKHTISUG,1355,28.649999618530273,36.0,15.0,5.0,15.0,28.639999866485596,867924.45,24857356.13211958
MARSHALL,1356,48.25,41.0,15.0,3.0,15.0,48.89500007629395,303389.15,14834212.512396757
FINOPB,1357,268.6000061035156,38.0,15.0,4.0,15.0,265.8350006103516,185105.35,49207480.83022934
LLOYDSENGG,1358,43.344512939453125,35.0,19.0,4.0,15.0,45.838444519042966,1726919.3,79159294.52191451
AUTOAXLES,1359,2132.886962890625,37.0,17.0,4.0,15.0,2166.353466796875,26027.7,56385198.12774903
KABRAEXTRU,1360,416.7919616699219,40.0,17.0,4.0,15.0,417.28287811279296,79878.35,33331867.78690102
MEDPLUS,1361,740.5999755859375,37.0,17.0,3.0,15.0,749.3675018310547,153749.15,115214616.44414811
BLUEJET,1362,367.4947204589844,42.0,15.0,3.0,15.0,352.70558776855466,644042.1,227157247.42819425
CHOLAHLDNG,1363,1019.28759765625,38.0,16.0,4.0,15.0,1031.3008209228515,235480.75,242851490.78652877
ELIN,1364,151.35000610351562,41.0,15.0,3.0,15.0,149.78750076293946,169387.4,25372115.30673233
AVADHSUGAR,1365,659.3732299804688,31.0,18.0,5.0,15.0,684.708984375,201460.8,137942019.759375
MAWANASUG,1366,91.82765197753906,38.0,16.0,4.0,15.0,91.33655395507813,207069.75,18913037.39333954
UTTAMSUGAR,1367,409.5693054199219,31.0,18.0,5.0,15.0,411.99882049560546,492273.0,202815895.36183318
FMGOETZE,1368,365.7999877929687,37.0,19.0,4.0,15.0,368.2474960327148,183210.55,67466826.2842765
SURYODAY,1369,156.75,39.0,17.0,4.0,15.0,158.27000045776367,488705.85,77347475.10321178
APCOTEXIND,1370,495.8304748535156,37.0,18.0,3.0,15.0,505.54420013427733,48446.2,24491695.428545225
SAFARI,1371,1886.53271484375,33.0,16.0,5.0,15.0,2066.886962890625,128445.4,265482122.70327148
PEL,1372,924.3252563476562,40.0,15.0,4.0,15.0,914.6857238769531,2114047.25,1933688839.1763322
PGHL,1373,4703.20166015625,38.0,18.0,4.0,15.0,4734.348486328125,10593.25,50152137.10279541
CCL,1374,629.3815307617188,38.0,17.0,3.0,15.0,638.08212890625,222078.2,141704130.63966796
STOVEKRAFT,1375,455.4458923339844,37.0,14.0,4.0,15.0,471.2506408691406,91048.2,42906522.59998169
DALMIASUG,1376,403.8490295410156,35.0,17.0,4.0,15.0,400.3142883300781,251167.85,100546079.1241458
WHEELS,1377,676.9270629882812,40.0,15.0,3.0,15.0,679.5087829589844,20184.65,13715646.955953065
GOCOLORS,1378,1227.0999755859375,35.0,17.0,4.0,15.0,1293.6299987792968,99948.7,129296636.65899229
KECL,1379,111.25,38.0,18.0,3.0,15.0,113.78999938964844,240078.25,27318503.920967866
SPECIALITY,1380,188.4574279785156,39.0,17.0,3.0,15.0,186.5683822631836,120108.8,22408504.511572268
CERA,1381,7860.52099609375,36.0,16.0,4.0,15.0,8172.313745117188,13757.55,112431014.96413696
POLYPLEX,1382,1066.9246826171875,40.0,17.0,3.0,15.0,1026.5872131347655,169698.5,174210310.18815002
RENUKA,1383,47.400001525878906,37.0,15.0,4.0,15.0,47.53750019073486,13216824.8,628294811.4509093
GLOBUSSPR,1384,875.2020263671875,42.0,18.0,2.0,15.0,864.41083984375,226352.7,195661727.5079004
DWARKESH,1385,87.80000305175781,38.0,15.0,4.0,15.0,87.49000053405761,2179635.2,190696284.8120508
GHCLTEXTIL,1386,69.9640121459961,40.0,15.0,3.0,15.0,70.4712142944336,314836.15,22186885.79428444
BAJAJHCARE,1387,375.7543640136719,39.0,13.0,5.0,15.0,375.5000366210937,101403.25,38076924.08849792
BOROLTD,1388,338.6000061035156,35.0,19.0,4.0,15.0,346.6409484863281,118672.95,41136903.947670594
KNRCON,1389,257.7134094238281,38.0,16.0,4.0,15.0,265.55773773193357,1122248.3,298021719.7215083
MANYAVAR,1390,1266.183837890625,36.0,17.0,4.0,15.0,1338.9166015625,215977.0,289175190.8556641
STARHEALTH,1391,545.2999877929688,39.0,16.0,3.0,15.0,543.8800018310546,934921.25,508484971.1618919
MONTECARLO,1392,686.6539306640625,41.0,15.0,3.0,15.0,684.5455932617188,41831.05,28635260.939010624
BAJAJELEC,1393,989.75390625,39.0,16.0,3.0,15.0,1003.2537078857422,51965.6,52134680.882507324
TRIVENI,1394,342.02423095703125,34.0,16.0,5.0,15.0,343.45141448974607,1243938.65,427232488.8809651
KIRLPNU,1395,597.453369140625,42.0,16.0,3.0,15.0,596.9879364013672,82927.1,49506478.300749816
DELHIVERY,1396,384.3500061035156,38.0,16.0,4.0,15.0,380.11000366210936,1661077.0,631391984.5530456
TTKPRESTIG,1397,742.4801025390625,38.0,17.0,4.0,15.0,750.8800354003906,104904.05,78770356.77764435
GULPOLY,1398,210.38601684570312,37.0,17.0,3.0,14.0,218.6156898498535,281829.8,61612416.14724624
HILTON,1399,135.10000610351562,37.0,15.0,3.0,14.0,135.24500007629393,219216.1,29647881.461224858
HARSHA,1400,392.0384521484375,37.0,16.0,3.0,14.0,397.09363250732423,73885.65,29339521.14866478
SHILPAMED,1401,320.3500061035156,33.0,15.0,4.0,14.0,361.52000122070314,344532.6,124555425.97257201
ACLGATI,1402,126.4499969482422,35.0,14.0,4.0,14.0,133.8800006866455,1113772.0,149111796.12476653
FOODSIN,1403,160.88937377929688,37.0,14.0,3.0,14.0,167.44218063354492,534402.2,89481469.70336379
DENORA,1404,1508.59912109375,35.0,17.0,3.0,14.0,1588.7356506347655,14332.9,22771189.20698303
ORIENTBELL,1405,401.9003601074219,40.0,15.0,3.0,14.0,399.79299011230466,35382.25,14145575.524401091
NEOGEN,1406,1471.4920654296875,39.0,14.0,3.0,14.0,1492.9467712402343,40200.85,60017729.20861297
DBOL,1407,151.32211303710938,37.0,15.0,3.0,14.0,148.70836639404297,281910.35,41922427.61807289
DATAPATTNS,1408,1837.1522216796875,34.0,15.0,4.0,14.0,1970.9941284179688,129314.2,254877528.92106688
SDBL,1409,114.86000061035156,38.0,13.0,4.0,14.0,117.14700050354004,778507.95,91199871.21065992
MEDICAMEQ,1410,589.9734497070312,37.0,16.0,3.0,14.0,587.2468292236329,28288.3,16612214.479126893
TASTYBITE,1411,13249.4970703125,35.0,14.0,4.0,14.0,14146.5521484375,2509.65,35502894.59932617
LUXIND,1412,1299.5140380859375,38.0,15.0,3.0,14.0,1333.3231994628907,56332.75,75109762.46454315
LINC,1413,167.53750610351562,37.0,15.0,4.0,14.0,170.53874893188475,101708.2,17345189.18411392
SERVOTECH,1414,77.47781372070312,40.0,18.0,2.0,14.0,76.33813858032227,423729.3,32346706.023942947
LAOPALA,1415,362.9763793945313,39.0,14.0,3.0,14.0,368.4166000366211,276791.65,101974638.61152643
WESTLIFE,1416,819.2000122070312,37.0,14.0,4.0,14.0,837.2575012207031,218251.2,182732454.35041994
USHAMART,1417,289.1028747558594,34.0,14.0,4.0,14.0,304.08880004882815,729259.1,221759524.64368835
CAMLINFINE,1418,134.1999969482422,40.0,14.0,3.0,14.0,133.8750015258789,546387.25,73147593.92747077
GANGAFORGE,1419,6.400000095367432,32.0,18.0,4.0,14.0,6.65,1704783.3,11336808.945
IKIO,1420,317.5611572265625,36.0,15.0,3.0,14.0,340.0365875244141,508344.3,172855661.05948702
JINDWORLD,1421,62.16595458984375,36.0,13.0,4.0,14.0,63.30383186340332,285730.75,18087851.356204126
RAJESHEXPO,1422,377.5,42.0,12.0,3.0,14.0,361.11499786376953,1723151.35,622255796.0742016
VIMTALABS,1423,403.7131958007813,38.0,11.0,4.0,14.0,410.5637939453125,63922.7,26244346.231228027
KBCGLOBAL,1424,2.0,40.0,13.0,2.0,13.0,2.0149999856948853,13775655.45,27757945.534687668
MKPL,1425,24.0,29.0,15.0,4.0,13.0,27.9933331489563,5499153.3,153939630.36408243
ASTEC,1426,1078.0,37.0,14.0,3.0,13.0,1146.7400024414062,21566.9,24731626.958653565
UGARSUGAR,1427,81.95147705078125,36.0,13.0,2.0,12.0,82.35276489257812,664158.8,54695313.50773682
FLAIR,1428,347.04998779296875,33.0,13.0,3.0,12.0,371.01500091552737,1311301.55,486512545.7737825
PAYTM,1429,646.0999755859375,28.0,12.0,3.0,11.0,661.125,8238630.85,5446764820.70625
DELPHIFX,1430,284.79998779296875,27.0,12.0,3.0,11.0,340.2099975585937,72896.45,24800101.076530147
AKSHAR,1431,3.494481086730957,19.0,10.0,2.0,8.0,5.094037854671479,27382653.85,139488275.27326572
MOTILALOFS,1432,310.0778503417969,3.0,3.0,1.0,2.0,1165.1825973510743,313598.65,365399689.5327905
CGCL,1433,193.58871459960935,2.0,1.0,0.0,1.0,737.3021835327148,128290.0,94588497.12541199
GPIL,1434,155.1300048828125,0.0,0.0,1.0,0.0,675.9139953613281,595716.8,402653322.39186525
KPIL,1435,711.3058471679688,41.0,20.0,,,670.553369140625,548893.75,368062553.36273193
